session_id,user_id,movie_id,watch_date,device_type,watch_duration_minutes,progress_percentage,action,quality,location_country,is_download,has_rated
session_047543,user_07016,movie_0343,2025-01-15,Tablet,97.0,74.1,started,SD,USA,False,0
session_047547,user_06893,movie_0378,2025-03-25,Desktop,51.6,86.9,started,HD,USA,False,0
session_047550,user_02884,movie_0501,2024-11-26,Smart TV,11.9,41.1,completed,4K,USA,True,0
session_047551,user_07629,movie_0762,2024-11-17,Desktop,5.3,16.6,stopped,4K,USA,False,0
session_047552,user_09227,movie_0895,2024-08-30,Mobile,136.6,50.8,paused,HD,USA,False,1
session_047553,user_07462,movie_0158,2025-09-08,Laptop,135.8,25.5,started,4K,USA,True,0
session_047555,user_03461,movie_0852,2025-07-08,Tablet,86.1,28.1,completed,4K,USA,False,0
session_047556,user_02585,movie_0348,2025-08-17,Smart TV,109.7,49.8,stopped,4K,Canada,False,0
session_047557,user_04734,movie_0074,2025-12-22,Desktop,74.6,28.9,stopped,4K,USA,True,1
session_047558,user_09349,movie_0682,2025-10-02,Tablet,23.1,32.8,paused,HD,USA,False,0
session_047560,user_06548,movie_0270,2025-01-23,Tablet,55.6,72.6,started,HD,USA,True,0
session_047563,user_02225,movie_0525,2024-07-17,Laptop,32.8,96.2,paused,SD,USA,False,0
session_047564,user_03445,movie_0345,2024-02-22,Tablet,19.1,77.2,completed,HD,USA,False,0
session_047565,user_01252,movie_0524,2025-12-29,Desktop,55.6,52.4,paused,4K,USA,False,0
session_047567,user_01396,movie_0326,2025-07-31,Smart TV,77.7,37.8,stopped,HD,USA,False,0
session_047568,user_09207,movie_0585,2025-09-05,Laptop,124.3,21.4,completed,SD,USA,False,0
session_047569,user_04742,movie_0550,2025-07-13,Laptop,27.7,75.5,stopped,HD,USA,False,0
session_047572,user_02621,movie_0326,2024-07-08,Laptop,39.1,81.5,paused,4K,USA,True,0
session_047577,user_00035,movie_0298,2024-01-06,Tablet,46.6,49.8,paused,HD,Canada,False,0
session_047578,user_07434,movie_0724,2025-01-02,Mobile,67.6,86.2,stopped,Ultra HD,Canada,False,0
session_047579,user_00021,movie_0464,2025-02-03,Mobile,13.4,94.5,paused,4K,Canada,True,0
session_047580,user_02313,movie_0788,2025-08-09,Tablet,57.8,21.2,paused,HD,USA,False,1
session_047582,user_07288,movie_0278,2025-04-30,Desktop,88.4,74.9,started,4K,USA,False,0
session_047584,user_04479,movie_0343,2024-08-21,Desktop,17.1,10.8,paused,4K,USA,False,0
session_047586,user_07921,movie_0204,2025-06-30,Desktop,20.0,12.9,started,HD,USA,False,0
session_047587,user_07128,movie_0943,2024-02-15,Smart TV,34.4,81.8,started,HD,Canada,False,0
session_047588,user_07190,movie_0865,2024-01-28,Desktop,51.2,27.7,stopped,4K,USA,True,0
session_047589,user_09783,movie_0630,2024-05-04,Tablet,46.9,60.1,started,HD,Canada,False,0
session_047590,user_08095,movie_0423,2024-11-23,Smart TV,67.0,49.8,completed,4K,USA,False,0
session_047591,user_08239,movie_0377,2025-04-20,Tablet,44.4,49.8,started,SD,Canada,True,0
session_047592,user_04842,movie_0156,2024-04-07,Mobile,51.2,7.9,started,HD,Canada,False,1
session_047593,user_04635,movie_0452,2024-10-07,Smart TV,89.7,70.2,stopped,4K,Canada,False,0
session_047594,user_07650,movie_0431,2024-06-27,Laptop,15.9,50.9,started,4K,USA,False,0
session_047596,user_04775,movie_0231,2025-04-01,Smart TV,43.4,26.9,completed,Ultra HD,Canada,False,0
session_047598,user_07249,movie_0072,2024-10-24,Mobile,52.8,98.3,completed,4K,Canada,False,0
session_047599,user_01654,movie_0246,2025-01-13,Mobile,73.7,41.4,started,HD,USA,False,0
session_047600,user_00045,movie_0533,2024-06-29,Smart TV,38.7,69.7,started,HD,USA,False,1
session_047601,user_04371,movie_0304,2024-12-02,Mobile,57.7,39.9,paused,SD,Canada,False,0
session_047602,user_03765,movie_0434,2025-06-27,Tablet,62.7,95.3,stopped,HD,USA,False,0
session_047604,user_04328,movie_0460,2024-06-29,Laptop,81.6,91.6,completed,HD,Canada,False,1
session_047605,user_00086,movie_0190,2025-07-19,Desktop,41.8,40.1,paused,SD,Canada,False,0
session_047606,user_01614,movie_0291,2024-11-24,Tablet,24.4,44.6,completed,HD,USA,True,0
session_047607,user_06782,movie_0080,2025-06-30,Laptop,102.6,2.7,stopped,SD,USA,True,1
session_047609,user_03292,movie_0261,2024-07-26,Laptop,37.0,53.1,completed,HD,USA,False,1
session_047610,user_08780,movie_0076,2024-05-08,Smart TV,63.7,53.3,paused,HD,Canada,False,0
session_047611,user_08795,movie_0218,2025-03-15,Tablet,45.5,96.3,completed,HD,USA,False,1
session_047612,user_06782,movie_0933,2024-08-30,Laptop,54.0,26.0,stopped,4K,USA,False,0
session_047613,user_03517,movie_0489,2025-10-11,Mobile,73.3,49.8,stopped,HD,USA,False,0
session_047614,user_01257,movie_0329,2024-06-04,Laptop,4.5,93.1,stopped,HD,USA,False,0
session_047615,user_03036,movie_0169,2025-10-21,Laptop,235.5,48.2,stopped,4K,USA,False,0
session_047616,user_07517,movie_0860,2025-09-10,Mobile,51.2,24.3,completed,HD,USA,True,0
session_047617,user_05287,movie_0637,2025-02-01,Smart TV,96.5,22.2,stopped,HD,Canada,False,0
session_047618,user_04956,movie_0040,2025-07-06,Mobile,14.4,68.6,paused,HD,USA,False,0
session_047619,user_09002,movie_0058,2025-04-19,Mobile,32.9,64.5,completed,HD,USA,False,0
session_047621,user_00153,movie_0258,2024-01-22,Smart TV,18.7,36.9,paused,4K,USA,False,0
session_047622,user_05910,movie_0178,2024-05-24,Mobile,51.2,82.3,stopped,HD,USA,False,0
session_047624,user_00139,movie_0086,2025-08-10,Mobile,51.2,97.1,stopped,HD,USA,False,1
session_047625,user_06240,movie_0895,2025-04-05,Tablet,16.8,79.5,started,HD,USA,False,0
session_047626,user_00726,movie_0111,2025-03-22,Desktop,51.2,70.0,stopped,HD,USA,True,0
session_047627,user_05701,movie_0117,2025-12-27,Laptop,42.5,43.0,started,HD,USA,False,0
session_047629,user_00019,movie_0720,2024-07-08,Mobile,510.1,11.3,started,SD,USA,True,0
session_047630,user_09629,movie_0560,2025-07-10,Desktop,98.8,7.6,stopped,4K,Canada,False,0
session_047631,user_01962,movie_0408,2025-11-16,Mobile,21.2,25.1,paused,SD,Canada,False,0
session_047632,user_01852,movie_0603,2024-09-02,Desktop,49.6,4.3,stopped,HD,USA,False,0
session_047633,user_07113,movie_0289,2025-05-25,Mobile,22.8,84.7,completed,SD,Canada,False,0
session_047636,user_00101,movie_0938,2025-10-04,Tablet,94.7,87.7,started,4K,USA,True,0
session_047639,user_07136,movie_0223,2025-11-06,Tablet,103.1,34.0,stopped,HD,USA,False,0
session_047641,user_02510,movie_0021,2024-02-27,Tablet,5.7,56.0,stopped,4K,USA,False,0
session_047642,user_01956,movie_0386,2025-01-13,Mobile,152.7,19.2,stopped,HD,USA,False,0
session_047647,user_09881,movie_0405,2025-08-30,Mobile,74.1,2.4,paused,SD,Canada,False,0
session_047648,user_00911,movie_0402,2025-12-03,Laptop,85.1,14.4,completed,4K,USA,False,0
session_047651,user_06716,movie_0219,2024-05-05,Mobile,32.9,84.6,completed,HD,USA,False,0
session_047654,user_01182,movie_0870,2025-06-08,Smart TV,42.0,66.8,paused,HD,USA,False,0
session_047655,user_07532,movie_0898,2025-06-17,Smart TV,8.1,18.4,started,HD,USA,False,0
session_047656,user_00605,movie_0278,2024-12-16,Laptop,75.5,87.5,paused,4K,USA,False,1
session_047657,user_05850,movie_0276,2025-06-05,Laptop,45.0,77.8,stopped,HD,USA,False,0
session_047658,user_02371,movie_0718,2025-05-14,Laptop,44.2,72.7,paused,4K,USA,False,0
session_047659,user_00203,movie_0931,2025-11-13,Smart TV,61.3,55.8,started,4K,USA,False,0
session_047660,user_00243,movie_0956,2024-08-18,Mobile,114.6,24.0,started,4K,Canada,False,1
session_047662,user_06232,movie_0681,2025-04-11,Smart TV,77.0,39.0,completed,Ultra HD,USA,False,0
session_047663,user_03741,movie_0451,2025-06-05,Smart TV,18.7,8.5,completed,Ultra HD,USA,True,1
session_047664,user_02722,movie_0840,2025-03-31,Mobile,28.3,8.3,completed,HD,USA,False,0
session_047665,user_06027,movie_0986,2025-07-22,Tablet,11.0,73.0,completed,SD,USA,False,1
session_047667,user_08905,movie_0015,2025-11-07,Tablet,77.1,1.9,completed,HD,Canada,False,0
session_047668,user_09367,movie_0869,2025-10-29,Laptop,63.4,48.4,completed,HD,USA,False,0
session_047669,user_05220,movie_0166,2024-05-02,Desktop,190.2,91.4,started,HD,USA,False,0
session_047671,user_00731,movie_0245,2024-01-24,Smart TV,45.9,31.6,started,HD,Canada,False,0
session_047672,user_01561,movie_0492,2024-10-20,Desktop,75.8,38.6,stopped,4K,Canada,True,1
session_047675,user_05409,movie_0550,2025-06-16,Tablet,40.3,49.8,paused,4K,USA,False,0
session_047680,user_02754,movie_0706,2025-02-08,Mobile,51.2,48.6,paused,SD,USA,True,0
session_047681,user_02959,movie_0005,2025-06-15,Desktop,15.1,83.6,paused,4K,Canada,False,0
session_047682,user_08736,movie_0770,2024-06-21,Mobile,64.5,38.5,stopped,HD,USA,False,0
session_047683,user_06834,movie_0514,2024-09-17,Tablet,126.7,63.5,stopped,HD,Canada,False,0
session_047684,user_04315,movie_0986,2025-09-24,Tablet,54.6,5.8,paused,HD,Canada,False,0
session_047686,user_02151,movie_0037,2025-04-27,Smart TV,19.5,76.2,completed,SD,USA,False,0
session_047688,user_00884,movie_0731,2025-12-11,Desktop,87.8,98.0,paused,4K,Canada,False,0
session_047690,user_05239,movie_0074,2025-07-03,Tablet,110.7,66.7,completed,4K,USA,True,0
session_047691,user_03976,movie_0507,2024-05-14,Smart TV,65.9,32.4,started,4K,USA,False,0
session_047692,user_00007,movie_0099,2025-05-02,Smart TV,55.4,88.5,stopped,HD,USA,True,0
session_047693,user_07646,movie_0152,2025-09-20,Mobile,51.2,95.5,started,HD,USA,True,0
session_047695,user_05401,movie_0351,2024-10-27,Tablet,240.1,98.3,stopped,4K,USA,True,0
session_047696,user_02090,movie_0260,2025-11-19,Smart TV,90.1,5.3,started,4K,USA,False,0
session_047701,user_04210,movie_0908,2024-02-04,Mobile,49.5,49.8,stopped,HD,Canada,False,1
session_047702,user_04426,movie_0116,2025-01-01,Laptop,81.6,10.3,stopped,4K,USA,False,1
session_047703,user_03225,movie_0884,2025-04-07,Tablet,20.8,68.4,started,HD,USA,True,0
session_047705,user_07518,movie_0646,2024-06-26,Smart TV,122.5,97.8,stopped,HD,USA,False,1
session_047706,user_03494,movie_0539,2025-04-30,Desktop,54.5,32.5,stopped,SD,USA,False,0
session_047707,user_03591,movie_0270,2025-03-27,Laptop,44.3,31.4,started,4K,Canada,False,0
session_047708,user_08909,movie_0620,2025-01-07,Desktop,91.8,39.0,started,4K,USA,False,1
session_047709,user_08456,movie_0790,2024-03-01,Desktop,62.9,27.6,paused,Ultra HD,USA,False,0
session_047710,user_06945,movie_0433,2025-10-12,Laptop,18.8,93.5,completed,HD,USA,True,0
session_047711,user_00318,movie_0532,2025-05-06,Mobile,197.2,9.4,started,HD,Canada,True,0
session_047712,user_02208,movie_0387,2024-04-08,Desktop,123.1,27.9,paused,HD,USA,False,0
session_047716,user_09663,movie_0969,2025-05-03,Smart TV,109.8,20.6,stopped,4K,USA,False,0
session_047717,user_09167,movie_0689,2025-11-06,Mobile,52.2,84.7,started,4K,Canada,True,0
session_047720,user_01020,movie_0793,2025-10-31,Tablet,321.6,72.2,stopped,HD,USA,False,0
session_047722,user_08480,movie_0731,2024-10-13,Laptop,11.2,49.8,started,HD,Canada,False,0
session_047724,user_06358,movie_0534,2024-10-31,Laptop,112.8,49.7,started,HD,USA,False,1
session_047725,user_05212,movie_0578,2024-12-25,Desktop,50.3,18.9,started,4K,USA,False,0
session_047726,user_07773,movie_0304,2024-11-06,Desktop,92.8,46.3,started,HD,USA,False,0
session_047727,user_04739,movie_0181,2025-01-25,Mobile,62.7,94.8,stopped,4K,Canada,False,0
session_047729,user_07903,movie_0897,2024-08-16,Desktop,44.4,66.4,paused,SD,USA,False,0
session_047730,user_04934,movie_0950,2024-07-24,Mobile,46.7,50.2,completed,4K,USA,False,0
session_047732,user_01550,movie_0551,2024-11-12,Tablet,18.6,96.5,stopped,HD,USA,False,0
session_047734,user_02667,movie_0248,2025-06-01,Smart TV,43.2,82.7,started,HD,USA,False,0
session_047735,user_02454,movie_0780,2024-03-05,Desktop,46.0,46.4,paused,HD,Canada,False,0
session_047736,user_01568,movie_0933,2025-09-02,Tablet,13.2,45.8,paused,HD,USA,True,0
session_047738,user_08480,movie_0785,2024-05-09,Laptop,51.2,0.1,completed,Ultra HD,USA,False,0
session_047740,user_00436,movie_0341,2025-08-19,Tablet,51.2,45.6,started,4K,USA,False,0
session_047741,user_09182,movie_0844,2024-10-12,Laptop,137.8,57.6,stopped,HD,USA,True,0
session_047742,user_06225,movie_0187,2024-01-31,Desktop,56.6,2.3,paused,HD,USA,False,0
session_047743,user_02406,movie_0752,2025-06-12,Mobile,51.2,12.9,stopped,4K,USA,False,0
session_047744,user_08447,movie_0667,2025-06-21,Smart TV,34.0,14.2,stopped,4K,USA,True,0
session_047745,user_01835,movie_0527,2025-09-03,Desktop,26.8,12.2,stopped,4K,USA,True,1
session_047746,user_07043,movie_0741,2024-10-21,Mobile,117.4,55.0,paused,HD,USA,False,0
session_047747,user_08657,movie_0429,2025-09-15,Smart TV,46.3,66.8,paused,4K,USA,True,0
session_047748,user_04352,movie_0553,2024-11-04,Desktop,76.0,43.0,started,HD,USA,False,0
session_047749,user_00423,movie_0707,2025-07-10,Smart TV,88.9,86.4,started,HD,USA,False,0
session_047750,user_05934,movie_0389,2025-10-02,Tablet,105.3,59.4,stopped,HD,USA,True,0
session_047752,user_06073,movie_0447,2024-08-15,Desktop,31.2,93.4,paused,4K,USA,True,0
session_047753,user_09541,movie_0866,2024-08-25,Tablet,59.4,27.5,paused,HD,Canada,False,0
session_047754,user_00555,movie_0853,2025-05-14,Tablet,51.2,80.9,started,HD,USA,False,0
session_047755,user_00007,movie_0141,2024-08-07,Tablet,27.6,49.8,paused,Ultra HD,USA,False,0
session_047756,user_01766,movie_0601,2025-04-13,Desktop,6.4,76.5,paused,HD,USA,False,1
session_047757,user_02092,movie_0782,2024-01-16,Laptop,25.7,54.5,started,HD,USA,True,0
session_047758,user_04831,movie_0253,2025-03-26,Desktop,52.7,70.2,started,4K,Canada,False,1
session_047759,user_01658,movie_0466,2025-07-28,Tablet,142.7,5.0,started,HD,USA,True,0
session_047761,user_06095,movie_0760,2024-08-27,Desktop,68.9,18.9,completed,4K,USA,True,0
session_047765,user_00491,movie_0557,2024-09-11,Smart TV,155.7,39.1,completed,4K,USA,False,0
session_047766,user_08510,movie_0480,2025-02-07,Laptop,10.7,60.5,started,HD,USA,False,0
session_047767,user_08083,movie_0494,2025-06-20,Smart TV,23.4,55.1,stopped,Ultra HD,USA,False,0
session_047768,user_02549,movie_0530,2025-05-29,Mobile,40.3,49.8,paused,HD,USA,False,0
session_047769,user_09409,movie_0672,2024-05-29,Laptop,30.5,79.1,completed,4K,Canada,False,0
session_047772,user_06100,movie_0812,2024-06-29,Smart TV,54.3,75.6,stopped,Ultra HD,USA,False,0
session_047775,user_02264,movie_0293,2025-04-22,Smart TV,66.9,18.3,stopped,4K,USA,False,1
session_047776,user_01067,movie_0099,2024-09-12,Laptop,105.8,50.6,paused,SD,USA,True,0
session_047778,user_02791,movie_0296,2025-08-08,Laptop,131.1,9.0,completed,HD,Canada,False,0
session_047779,user_07080,movie_0664,2024-09-16,Smart TV,1.8,88.6,stopped,4K,USA,False,0
session_047780,user_01674,movie_0440,2025-02-15,Mobile,129.8,18.7,paused,SD,USA,False,0
session_047781,user_02364,movie_0932,2025-01-21,Mobile,9.6,2.5,stopped,4K,USA,False,1
session_047782,user_03724,movie_0995,2025-08-30,Laptop,27.6,96.7,started,HD,USA,False,0
session_047783,user_03502,movie_0232,2025-12-19,Desktop,61.7,40.9,started,4K,Canada,False,0
session_047784,user_02815,movie_0134,2024-09-25,Mobile,75.5,13.3,stopped,HD,Canada,False,1
session_047785,user_06643,movie_0455,2025-10-03,Desktop,62.1,76.4,started,4K,USA,True,0
session_047786,user_00349,movie_0206,2025-10-30,Smart TV,36.8,24.2,paused,4K,USA,False,1
session_047787,user_02123,movie_0017,2024-02-02,Tablet,32.8,12.5,paused,4K,USA,True,0
session_047791,user_07738,movie_0044,2024-07-09,Desktop,40.7,92.2,started,HD,USA,False,1
session_047792,user_06350,movie_0638,2024-05-15,Smart TV,27.6,62.3,started,HD,Canada,False,0
session_047793,user_04101,movie_0198,2025-12-22,Mobile,108.6,72.9,completed,4K,Canada,False,0
session_047794,user_09459,movie_0387,2025-12-17,Smart TV,175.9,82.7,paused,SD,USA,False,0
session_047795,user_00148,movie_0295,2024-07-11,Tablet,51.2,26.6,stopped,SD,USA,False,0
session_047796,user_01710,movie_0419,2025-12-20,Tablet,82.2,44.7,stopped,HD,USA,False,1
session_047797,user_03023,movie_0194,2025-07-31,Desktop,54.5,94.3,stopped,HD,USA,False,1
session_047798,user_03991,movie_0339,2024-08-12,Smart TV,43.2,44.8,completed,HD,Canada,False,0
session_047799,user_07855,movie_0234,2024-04-26,Smart TV,59.3,68.2,completed,HD,USA,False,0
session_047800,user_03837,movie_0983,2025-05-20,Mobile,11.3,91.2,completed,SD,Canada,False,0
session_047801,user_08184,movie_0145,2025-04-14,Tablet,15.3,61.5,paused,4K,Canada,True,1
session_047803,user_00369,movie_0488,2025-12-09,Tablet,51.2,18.8,stopped,SD,Canada,False,0
session_047804,user_07145,movie_0137,2024-09-13,Laptop,51.2,51.9,completed,HD,Canada,False,1
session_047805,user_01471,movie_0547,2025-06-26,Desktop,224.5,64.7,stopped,SD,USA,False,0
session_047806,user_02598,movie_0777,2025-10-03,Laptop,35.0,23.3,completed,SD,Canada,False,0
session_047807,user_01303,movie_0524,2025-12-09,Laptop,51.2,20.6,started,4K,USA,False,0
session_047808,user_01895,movie_0835,2025-06-07,Desktop,51.2,57.6,paused,HD,USA,True,0
session_047810,user_01089,movie_0613,2024-07-01,Desktop,59.1,28.7,stopped,HD,USA,False,0
session_047812,user_01327,movie_0441,2024-01-21,Laptop,15.0,59.5,started,HD,USA,False,0
session_047815,user_07583,movie_0738,2025-06-22,Desktop,61.2,40.7,paused,HD,USA,False,0
session_047816,user_09476,movie_0939,2025-02-04,Mobile,24.0,26.6,started,4K,USA,False,0
session_047817,user_03357,movie_0918,2025-05-02,Mobile,17.0,93.4,paused,HD,USA,False,0
session_047819,user_01103,movie_0444,2025-12-08,Tablet,51.2,13.2,paused,HD,USA,False,0
session_047820,user_01068,movie_0158,2025-10-04,Mobile,68.4,23.8,paused,4K,Canada,True,1
session_047821,user_00745,movie_0543,2025-08-21,Laptop,63.2,77.2,completed,SD,USA,True,0
session_047823,user_02491,movie_0500,2024-12-03,Desktop,119.0,56.9,paused,HD,USA,False,0
session_047824,user_07545,movie_0739,2025-08-25,Smart TV,60.5,33.4,paused,4K,USA,False,0
session_047825,user_03765,movie_0065,2024-09-25,Desktop,35.8,25.4,completed,4K,USA,False,0
session_047826,user_06022,movie_0585,2025-02-01,Laptop,78.2,49.8,started,SD,USA,False,0
session_047827,user_02863,movie_0705,2024-12-11,Mobile,51.2,6.9,started,4K,Canada,True,0
session_047828,user_09075,movie_0727,2024-01-13,Laptop,74.8,83.4,stopped,HD,USA,True,0
session_047829,user_05956,movie_0165,2024-08-01,Smart TV,51.2,27.2,started,SD,USA,True,0
session_047832,user_04792,movie_0266,2024-09-17,Smart TV,50.4,70.2,stopped,4K,USA,False,0
session_047833,user_03835,movie_0795,2024-01-28,Desktop,139.3,67.2,started,HD,Canada,False,0
session_047834,user_02775,movie_0111,2025-11-15,Desktop,44.3,51.1,stopped,SD,USA,False,0
session_047835,user_08269,movie_0258,2025-07-28,Tablet,51.2,27.6,started,Ultra HD,USA,False,0
session_047836,user_03115,movie_0567,2025-01-11,Tablet,10.6,85.4,completed,SD,USA,False,0
session_047840,user_09067,movie_0489,2024-04-05,Smart TV,65.4,51.1,started,SD,USA,False,0
session_047841,user_04358,movie_0648,2024-05-31,Smart TV,36.7,69.8,completed,4K,Canada,False,0
session_047842,user_03557,movie_0271,2025-06-16,Mobile,103.1,81.3,completed,HD,USA,False,0
session_047843,user_02326,movie_0061,2024-02-01,Laptop,59.3,12.9,stopped,HD,USA,False,1
session_047844,user_06958,movie_0135,2024-01-19,Desktop,96.0,31.5,started,4K,Canada,False,0
session_047845,user_09918,movie_0381,2024-12-29,Tablet,50.6,49.8,completed,4K,Canada,False,0
session_047847,user_02355,movie_0478,2025-12-23,Mobile,36.4,57.7,stopped,HD,USA,False,0
session_047848,user_06694,movie_0877,2024-10-12,Desktop,62.3,53.4,paused,4K,Canada,False,1
session_047849,user_02395,movie_0664,2025-06-29,Laptop,43.0,53.2,started,HD,USA,False,0
session_047850,user_05543,movie_0020,2025-01-27,Smart TV,166.2,48.8,completed,4K,Canada,False,1
session_047851,user_04522,movie_0567,2025-12-18,Desktop,130.2,79.1,completed,4K,USA,False,1
session_047852,user_00042,movie_0005,2025-07-27,Tablet,51.2,49.8,completed,HD,Canada,True,0
session_047855,user_07431,movie_0512,2024-02-08,Mobile,60.1,79.4,stopped,HD,USA,False,0
session_047856,user_02867,movie_0642,2025-08-02,Mobile,54.0,20.9,started,HD,USA,False,0
session_047858,user_06894,movie_0202,2025-05-25,Desktop,55.0,49.8,stopped,HD,USA,True,0
session_047859,user_08397,movie_0077,2025-01-26,Laptop,101.1,33.5,started,4K,Canada,True,1
session_047862,user_07080,movie_0693,2025-10-31,Smart TV,41.6,71.8,completed,HD,Canada,True,1
session_047865,user_09585,movie_0565,2025-12-08,Laptop,59.2,86.0,stopped,HD,USA,False,0
session_047869,user_04840,movie_0072,2024-07-25,Desktop,113.2,18.9,stopped,HD,USA,False,0
session_047870,user_07594,movie_0280,2025-12-05,Laptop,64.8,49.0,completed,HD,USA,False,0
session_047872,user_09533,movie_0946,2024-03-25,Mobile,72.4,64.2,stopped,4K,USA,False,0
session_047874,user_04125,movie_0984,2025-06-13,Mobile,54.5,4.4,completed,4K,USA,True,0
session_047875,user_03079,movie_0989,2024-04-03,Laptop,60.8,57.6,started,HD,USA,True,0
session_047878,user_05120,movie_0044,2024-08-04,Tablet,51.2,63.1,started,HD,USA,False,0
session_047879,user_03332,movie_0453,2025-05-28,Laptop,18.4,32.4,completed,4K,USA,True,1
session_047880,user_02309,movie_0738,2025-07-05,Mobile,75.3,2.9,started,4K,Canada,True,0
session_047881,user_01838,movie_0362,2024-09-03,Laptop,51.2,74.3,paused,HD,USA,False,0
session_047883,user_05120,movie_0717,2024-08-11,Mobile,61.7,6.6,paused,HD,USA,False,0
session_047884,user_05737,movie_0067,2025-05-12,Mobile,18.8,80.2,completed,HD,USA,False,0
session_047885,user_00566,movie_0005,2025-07-03,Desktop,10.8,28.4,completed,SD,Canada,True,0
session_047887,user_08993,movie_0469,2024-02-18,Smart TV,39.2,62.9,paused,HD,USA,False,0
session_047888,user_01279,movie_0475,2024-12-25,Desktop,51.2,92.5,started,HD,USA,False,0
session_047889,user_09494,movie_0216,2024-08-22,Laptop,50.3,11.8,started,HD,USA,False,0
session_047890,user_07192,movie_0807,2024-02-12,Tablet,51.2,91.0,stopped,HD,USA,True,0
session_047892,user_03505,movie_0565,2025-01-11,Smart TV,22.5,45.2,paused,HD,Canada,False,0
session_047893,user_09184,movie_0264,2025-12-17,Smart TV,51.9,41.7,started,4K,USA,True,0
session_047894,user_05614,movie_0196,2024-06-14,Mobile,17.6,96.6,paused,HD,USA,True,0
session_047895,user_06518,movie_0420,2025-04-27,Smart TV,78.5,63.7,paused,Ultra HD,Canada,False,0
session_047896,user_06906,movie_0070,2025-10-04,Smart TV,76.3,62.4,completed,HD,USA,True,1
session_047897,user_00377,movie_0607,2025-05-15,Laptop,25.6,73.9,stopped,SD,USA,True,0
session_047898,user_08143,movie_0837,2025-01-22,Tablet,119.1,20.3,completed,4K,USA,False,1
session_047899,user_01105,movie_0876,2024-02-14,Tablet,31.6,36.0,started,HD,USA,False,0
session_047901,user_09806,movie_0130,2025-11-07,Desktop,77.6,49.8,completed,4K,USA,True,1
session_047902,user_05675,movie_0257,2025-10-03,Smart TV,111.9,53.7,paused,HD,Canada,False,1
session_047903,user_05243,movie_0318,2024-06-08,Laptop,94.1,81.5,completed,HD,USA,False,0
session_047904,user_02848,movie_0541,2024-01-06,Desktop,36.3,72.3,completed,SD,Canada,False,0
session_047905,user_08215,movie_0087,2024-12-02,Laptop,28.2,49.8,stopped,4K,USA,False,1
session_047906,user_02704,movie_0750,2024-02-04,Desktop,96.1,56.1,started,HD,Canada,False,0
session_047907,user_04866,movie_0747,2024-02-13,Smart TV,68.2,35.4,stopped,4K,USA,True,0
session_047908,user_06663,movie_0914,2024-04-28,Laptop,15.5,66.9,stopped,4K,Canada,True,0
session_047911,user_00377,movie_0889,2025-07-14,Mobile,63.2,87.4,started,4K,USA,False,0
session_047912,user_06435,movie_0720,2025-10-11,Tablet,24.9,23.5,paused,SD,USA,False,0
session_047913,user_09443,movie_0996,2025-12-12,Mobile,51.6,98.9,paused,4K,USA,False,0
session_047914,user_09389,movie_0799,2025-03-08,Mobile,9.8,96.2,completed,HD,USA,True,0
session_047915,user_09863,movie_0022,2025-07-04,Desktop,185.2,52.6,started,HD,Canada,False,1
session_047916,user_07621,movie_0379,2025-01-14,Mobile,57.4,80.6,stopped,HD,USA,True,0
session_047917,user_06486,movie_0008,2025-12-21,Smart TV,130.9,43.8,completed,HD,Canada,False,0
session_047918,user_01357,movie_0022,2024-01-14,Smart TV,51.2,55.7,started,HD,Canada,False,0
session_047921,user_09558,movie_0797,2025-10-17,Laptop,6.2,17.7,completed,4K,USA,True,0
session_047922,user_05427,movie_0080,2024-05-03,Tablet,8.7,95.2,completed,4K,USA,False,1
session_047923,user_03842,movie_0650,2024-11-02,Smart TV,94.6,79.9,paused,SD,Canada,False,0
session_047924,user_03245,movie_0942,2025-01-02,Smart TV,28.2,37.8,started,Ultra HD,USA,True,0
session_047926,user_06048,movie_0952,2024-07-05,Desktop,66.3,61.9,paused,SD,USA,False,0
session_047928,user_01621,movie_0289,2025-03-15,Laptop,8.2,51.2,started,HD,USA,False,0
session_047929,user_04313,movie_0590,2025-05-18,Smart TV,123.3,99.5,completed,4K,USA,False,0
session_047931,user_07829,movie_0919,2024-08-09,Tablet,5.3,9.3,started,4K,USA,True,0
session_047932,user_00889,movie_0399,2025-07-16,Desktop,51.2,33.5,paused,HD,USA,False,1
session_047933,user_00393,movie_0892,2024-03-09,Tablet,41.1,76.9,paused,HD,USA,False,0
session_047934,user_09814,movie_0281,2024-01-30,Tablet,43.0,63.1,started,HD,USA,False,0
session_047935,user_03458,movie_0633,2025-03-15,Mobile,71.2,60.4,completed,HD,USA,False,0
session_047936,user_07669,movie_0538,2024-12-11,Desktop,48.1,83.7,completed,HD,Canada,False,0
session_047937,user_02364,movie_0140,2024-06-06,Tablet,84.9,12.7,started,HD,USA,True,0
session_047939,user_09541,movie_0019,2024-11-05,Smart TV,51.2,48.9,stopped,HD,Canada,False,0
session_047940,user_00318,movie_0049,2024-09-09,Tablet,106.8,51.6,completed,HD,Canada,False,0
session_047941,user_06538,movie_0239,2024-02-28,Desktop,21.4,49.8,paused,4K,Canada,False,0
session_047943,user_03772,movie_0403,2025-10-21,Tablet,18.3,57.5,stopped,4K,USA,False,0
session_047945,user_04245,movie_0458,2024-10-26,Desktop,15.4,31.9,stopped,HD,USA,False,0
