search_id,user_id,search_query,search_date,results_returned,device_type,search_duration_seconds,had_typo,used_filters,location_country,clicked
search_010761,user_09397,movies based on true stories,2024-01-10,97,Mobile,33.3,False,True,USA,1
search_010762,user_03139,drama series,2024-12-01,34,Laptop,13.1,False,False,USA,0
search_010763,user_02444,animated shows,2024-12-26,78,Smart TV,1.0,False,True,Canada,0
search_010765,user_09604,christmas movies,2025-12-27,13,Mobile,16.3,False,True,USA,1
search_010766,user_06056,movies based on true stories,2025-06-08,82,Tablet,32.8,False,False,USA,1
search_010767,user_09575,animated shows,2025-05-15,100,Mobile,20.5,False,False,Canada,1
search_010768,user_01116,stand up comedy,2024-08-31,57,Mobile,24.6,False,False,Canada,1
search_010769,user_02058,drama series,2025-10-30,62,Laptop,2.3,False,True,USA,1
search_010770,user_03496,cooking shows,2024-10-08,19,Mobile,52.5,False,False,Canada,1
search_010772,user_01018,music documentaries,2025-11-13,97,Laptop,9.9,False,False,USA,0
search_010773,user_03766,animated shows,2025-05-26,39,Laptop,14.9,False,False,USA,1
search_010775,user_05405,travel documentaries,2025-03-19,49,Laptop,7.7,True,False,USA,0
search_010776,user_01588,classic movies,2025-04-09,40,Laptop,16.8,False,False,Canada,0
search_010777,user_06190,action movies,2025-04-01,7,Tablet,15.6,False,False,USA,1
search_010778,user_08038,family movies,2024-01-06,82,Smart TV,3.6,False,True,USA,0
search_010779,user_00689,thriller series,2024-03-30,36,Smart TV,28.5,True,False,Canada,1
search_010780,user_02600,travel documentaries,2024-08-19,23,Mobile,20.2,False,False,Canada,0
search_010781,user_02119,animated shows,2025-12-09,12,Mobile,15.6,False,False,USA,0
search_010785,user_08641,action movies,2024-03-06,69,Mobile,5.6,False,False,Canada,1
search_010786,user_09944,short episodes under 30 minutes,2025-12-22,66,Tablet,31.9,False,True,USA,0
search_010788,user_06995,netflix originals,2024-05-30,86,Laptop,4.5,False,False,USA,0
search_010791,user_00914,christmas movies,2024-02-19,47,Mobile,10.6,False,False,USA,0
search_010792,user_07427,comedy shows,2024-09-07,32,Tablet,13.9,False,True,USA,0
search_010793,user_06858,shows with strong female leads,2024-08-14,30,Laptop,43.8,True,False,Canada,0
search_010795,user_05183,sci-fi,2024-10-14,60,Laptop,9.6,False,True,USA,0
search_010797,user_07369,family movies,2024-01-23,31,Laptop,16.6,False,False,Canada,1
search_010798,user_09855,christmas movies,2025-01-31,84,Tablet,24.9,False,False,Canada,1
search_010799,user_08130,christmas movies,2024-05-31,31,Mobile,12.3,False,False,Canada,1
search_010800,user_04647,award winning documentaries,2025-09-05,20,Mobile,19.9,False,False,USA,0
search_010801,user_09142,sci-fi,2024-03-09,73,Tablet,34.8,False,False,USA,0
search_010803,user_07910,true crime,2024-07-09,99,Tablet,53.0,False,True,USA,0
search_010804,user_05711,action movies,2024-10-23,94,Smart TV,17.7,False,False,Canada,0
search_010805,user_09935,horror movies,2025-04-17,48,Tablet,12.0,True,True,USA,1
search_010806,user_05576,romantic comedies,2025-09-09,94,Tablet,32.4,False,False,USA,0
search_010807,user_03469,sci-fi,2024-07-15,67,Mobile,19.3,True,False,Canada,1
search_010808,user_08143,new releases,2024-04-15,98,Smart TV,41.5,False,False,Canada,0
search_010811,user_01936,superhero movies,2024-11-02,88,Tablet,3.0,False,True,USA,0
search_010814,user_07060,new releases,2025-03-15,19,Laptop,20.7,False,False,USA,1
search_010816,user_08401,drama series,2024-03-15,38,Mobile,9.5,False,True,Canada,1
search_010818,user_03162,action movies,2024-01-04,16,Smart TV,16.6,False,False,USA,0
search_010821,user_08704,superhero movies,2025-01-29,81,Mobile,17.7,False,False,USA,0
search_010822,user_09643,family movies,2024-09-21,9,Mobile,14.1,False,False,USA,0
search_010825,user_07903,war movies,2025-11-25,26,Tablet,65.2,False,False,USA,1
search_010828,user_07276,romantic comedies,2024-04-02,38,Laptop,27.8,False,False,USA,1
search_010829,user_06124,netflix originals,2025-06-07,90,Tablet,6.7,False,True,USA,0
search_010830,user_07353,halloween movies,2024-07-21,81,Tablet,3.2,False,False,Canada,1
search_010831,user_09768,movies based on true stories,2024-09-06,21,Smart TV,7.4,False,False,USA,1
search_010836,user_06484,comedy shows,2024-10-24,41,Tablet,19.2,False,False,USA,1
search_010837,user_00489,stand up comedy,2025-12-06,90,Laptop,52.0,False,False,USA,1
search_010838,user_07163,sci-fi,2024-11-04,42,Mobile,20.9,False,False,USA,0
search_010839,user_01971,family movies,2024-02-10,48,Tablet,3.4,True,False,Canada,1
search_010840,user_05481,netflix originals,2025-08-22,19,Mobile,18.2,False,True,USA,0
search_010844,user_07883,christmas movies,2024-09-15,24,Tablet,9.1,False,False,USA,0
search_010845,user_07109,comedy shows,2025-05-14,59,Mobile,28.1,False,True,USA,0
search_010846,user_07500,trending now,2024-05-26,100,Mobile,40.1,False,False,Canada,0
search_010847,user_05321,thriller series,2024-09-12,76,Tablet,11.1,False,False,USA,1
search_010849,user_02619,comedy shows,2024-09-11,78,Mobile,16.4,False,True,Canada,0
search_010850,user_09619,superhero movies,2025-08-28,65,Tablet,31.2,False,False,USA,1
search_010851,user_09547,music documentaries,2025-02-16,60,Tablet,13.7,True,False,USA,1
search_010853,user_05213,superhero movies,2024-07-30,67,Mobile,28.4,False,True,USA,0
search_010855,user_07528,superhero movies,2024-08-22,82,Tablet,15.1,False,True,Canada,0
search_010856,user_07216,shows with strong female leads,2024-06-29,37,Laptop,38.1,False,True,USA,1
search_010858,user_01932,biographies,2025-11-23,53,Smart TV,7.2,False,False,Canada,0
search_010860,user_03863,romantic comedies,2025-07-08,24,Laptop,9.2,False,False,Canada,0
search_010861,user_08779,christmas movies,2024-10-05,95,Mobile,31.9,False,False,USA,0
search_010862,user_06852,animated shows,2024-09-05,79,Tablet,14.6,False,False,Canada,1
search_010863,user_01139,drama series,2024-02-29,20,Laptop,8.7,True,True,Canada,1
search_010864,user_00722,animated shows,2025-11-22,2,Laptop,11.7,False,False,Canada,0
search_010865,user_08841,music documentaries,2025-03-29,46,Laptop,5.3,False,False,USA,0
search_010866,user_06134,drama series,2025-01-08,90,Tablet,16.8,True,False,USA,0
search_010867,user_00480,superhero movies,2024-10-31,100,Laptop,31.0,False,False,USA,0
search_010870,user_02471,comedy shows,2025-08-08,79,Laptop,22.2,False,False,USA,1
search_010871,user_08406,family movies,2025-03-17,58,Tablet,16.8,False,False,USA,0
search_010873,user_04433,music documentaries,2025-11-07,0,Mobile,12.2,False,False,USA,0
search_010874,user_02895,best movies 2024,2024-08-02,47,Smart TV,9.4,False,False,USA,1
search_010875,user_05108,classic movies,2025-11-12,53,Laptop,15.5,False,True,USA,0
search_010876,user_04043,cooking shows,2025-12-25,82,Mobile,15.2,False,False,Canada,0
search_010877,user_07324,superhero movies,2025-07-04,48,Mobile,31.1,False,True,USA,1
search_010879,user_00030,stand up comedy,2024-05-30,75,Smart TV,33.4,False,True,USA,1
search_010880,user_06181,action movies,2024-02-26,29,Tablet,3.5,False,False,Canada,1
search_010881,user_04088,documentaries,2025-11-08,19,Laptop,51.3,False,False,Canada,0
search_010885,user_07620,drama series,2025-12-14,62,Mobile,9.1,True,True,USA,0
search_010886,user_00558,sci-fi,2025-09-16,30,Laptop,51.4,False,False,USA,0
search_010887,user_00201,true crime,2024-07-21,59,Tablet,2.6,False,False,USA,0
search_010889,user_02144,shows with strong female leads,2024-07-16,25,Smart TV,15.3,False,False,USA,0
search_010894,user_04350,halloween movies,2024-12-15,78,Mobile,3.4,False,False,USA,0
search_010896,user_01307,halloween movies,2025-08-12,6,Tablet,5.5,False,True,USA,1
search_010898,user_01324,war movies,2025-05-20,35,Mobile,11.1,False,False,Canada,0
search_010899,user_01488,travel documentaries,2025-10-27,5,Mobile,46.6,False,True,Canada,1
search_010900,user_08267,stand up comedy,2025-02-19,17,Tablet,16.8,False,False,USA,0
search_010903,user_04098,biographies,2024-03-02,86,Laptop,23.2,False,False,USA,1
search_010904,user_00354,documentaries,2025-09-05,52,Smart TV,19.5,True,True,USA,0
search_010905,user_02494,true crime,2024-03-26,58,Mobile,15.7,False,False,USA,1
search_010907,user_00545,christmas movies,2025-03-01,86,Tablet,20.4,False,False,Canada,0
search_010908,user_09758,action movies,2025-12-14,17,Laptop,24.4,False,False,USA,1
search_010909,user_01685,action movies,2025-11-17,41,Mobile,37.9,False,True,Canada,1
search_010911,user_06277,drama series,2025-08-28,9,Tablet,16.8,False,True,Canada,0
search_010912,user_03728,comedy shows,2025-11-23,87,Mobile,16.8,False,True,Canada,0
search_010913,user_01408,trending now,2024-05-23,26,Mobile,24.5,True,True,USA,1
search_010914,user_01926,korean drama,2024-07-25,65,Mobile,5.9,False,True,USA,1
search_010916,user_09017,cooking shows,2024-12-13,36,Mobile,9.9,False,False,Canada,1
search_010917,user_08130,comedy shows,2024-01-03,83,Mobile,40.1,False,False,USA,0
search_010918,user_08764,superhero movies,2025-02-09,89,Mobile,5.1,False,False,USA,0
search_010919,user_09425,drama series,2025-04-27,59,Tablet,4.4,False,False,USA,0
search_010920,user_07961,trending now,2024-12-15,50,Laptop,12.8,False,False,USA,1
search_010921,user_09229,shows with strong female leads,2024-06-25,27,Tablet,39.7,False,False,USA,1
search_010923,user_08484,award winning documentaries,2025-11-16,23,Laptop,21.5,False,False,USA,1
search_010924,user_07752,award winning documentaries,2024-08-25,58,Mobile,31.2,False,True,USA,1
search_010927,user_05110,music documentaries,2024-08-09,71,Smart TV,28.3,True,True,USA,0
search_010928,user_00441,best movies 2024,2025-07-09,58,Tablet,24.6,False,False,USA,1
search_010929,user_07538,action movies,2025-04-05,85,Mobile,10.5,False,False,Canada,0
search_010930,user_09293,sci-fi,2025-09-18,8,Tablet,30.3,False,True,USA,1
search_010931,user_06612,movies like stranger things,2025-05-07,83,Tablet,16.5,False,False,USA,1
search_010932,user_08720,comedy shows,2024-10-29,78,Smart TV,28.0,False,False,Canada,0
search_010933,user_07284,music documentaries,2024-01-30,44,Smart TV,14.7,False,False,USA,0
search_010934,user_05368,thriller series,2024-11-22,53,Laptop,24.3,False,False,Canada,0
search_010938,user_00272,halloween movies,2024-01-26,30,Smart TV,37.4,False,False,USA,0
search_010939,user_01807,biographies,2024-08-21,86,Mobile,16.8,False,False,USA,0
search_010940,user_05778,war movies,2025-09-16,14,Mobile,10.4,False,False,USA,0
search_010941,user_05996,documentaries,2025-10-06,57,Laptop,28.7,False,False,Canada,0
search_010942,user_09201,romantic comedies,2025-05-25,59,Smart TV,12.0,False,True,Canada,1
search_010943,user_05563,thriller series,2024-09-14,24,Smart TV,16.1,False,True,Canada,1
search_010944,user_04735,cooking shows,2024-01-12,28,Smart TV,31.3,False,False,USA,0
search_010946,user_09436,family movies,2025-06-29,31,Smart TV,28.7,False,False,Canada,1
search_010951,user_09322,korean drama,2024-04-13,78,Laptop,5.8,False,False,USA,0
search_010952,user_06517,war movies,2024-06-07,17,Tablet,30.8,False,True,USA,1
search_010954,user_01584,stand up comedy,2025-11-26,8,Mobile,13.8,False,True,USA,1
search_010955,user_03209,documentaries,2024-04-06,85,Tablet,42.1,False,False,USA,0
search_010957,user_09944,drama series,2025-10-03,19,Smart TV,24.1,True,False,Canada,0
search_010958,user_04423,drama series,2025-05-04,24,Laptop,55.4,True,True,USA,1
search_010959,user_03243,halloween movies,2024-08-12,66,Smart TV,16.8,False,False,USA,0
search_010960,user_07558,action movies,2025-04-15,86,Tablet,14.9,False,False,Canada,1
search_010964,user_05783,true crime,2024-02-24,13,Mobile,44.0,False,True,Canada,1
search_010965,user_02051,superhero movies,2025-08-09,54,Laptop,12.5,True,False,Canada,0
search_010968,user_03805,romantic comedies,2024-08-14,19,Mobile,55.9,False,True,USA,0
search_010969,user_05404,stand up comedy,2025-07-27,76,Smart TV,17.6,False,False,Canada,1
search_010972,user_03728,travel documentaries,2025-01-07,43,Laptop,32.0,False,False,Canada,1
search_010974,user_00593,action movies,2024-12-22,37,Smart TV,6.0,False,True,USA,0
search_010975,user_04866,stand up comedy,2024-03-06,27,Mobile,24.8,True,False,Canada,0
search_010976,user_02777,classic movies,2025-11-21,90,Smart TV,3.0,True,True,USA,1
search_010977,user_07240,halloween movies,2025-10-13,40,Mobile,16.8,False,False,USA,1
search_010978,user_06408,new releases,2024-07-05,100,Tablet,16.4,False,False,Canada,1
search_010979,user_05430,christmas movies,2025-11-28,26,Mobile,15.9,True,True,USA,0
search_010980,user_02608,horror movies,2024-01-14,1,Mobile,35.3,True,False,Canada,1
search_010981,user_01181,superhero movies,2025-06-10,9,Mobile,33.7,False,False,USA,0
search_010982,user_02633,war movies,2025-06-16,70,Tablet,26.6,False,True,Canada,0
search_010983,user_01285,cooking shows,2025-11-14,16,Smart TV,17.7,False,False,USA,1
search_010984,user_01464,travel documentaries,2024-09-03,84,Smart TV,47.6,False,False,USA,1
search_010985,user_05991,korean drama,2025-05-22,30,Tablet,12.6,False,False,USA,1
search_010987,user_07141,comedy shows,2024-11-03,31,Laptop,25.7,False,False,Canada,1
search_010989,user_07373,travel documentaries,2025-07-03,15,Smart TV,26.0,False,False,USA,0
search_010990,user_01051,halloween movies,2024-08-25,85,Tablet,15.2,False,False,Canada,0
search_010991,user_06750,christmas movies,2025-01-24,35,Tablet,54.8,False,False,USA,0
search_010993,user_07169,music documentaries,2024-09-24,76,Mobile,22.4,False,False,USA,0
search_010996,user_06102,award winning documentaries,2025-10-16,69,Smart TV,48.6,False,False,Canada,1
search_011000,user_02908,travel documentaries,2024-03-12,1,Mobile,13.7,False,False,USA,1
search_011001,user_07583,superhero movies,2024-02-16,3,Mobile,44.9,False,False,Canada,0
search_011002,user_00496,stand up comedy,2024-07-18,42,Tablet,28.6,False,False,USA,0
search_011003,user_02991,stand up comedy,2025-11-18,10,Mobile,11.5,False,False,USA,1
search_011004,user_00523,netflix originals,2024-01-20,48,Smart TV,25.0,False,False,USA,1
search_011006,user_00750,family movies,2024-06-12,19,Tablet,4.5,True,False,USA,0
search_011007,user_07069,trending now,2024-03-02,93,Laptop,25.3,False,False,Canada,1
search_011009,user_00630,trending now,2024-09-22,90,Smart TV,49.1,False,True,USA,0
search_011010,user_09337,award winning documentaries,2025-11-17,67,Laptop,32.1,False,False,USA,1
search_011011,user_09063,comedy shows,2024-09-13,82,Laptop,35.3,False,False,USA,1
search_011014,user_08729,family movies,2024-08-05,5,Smart TV,17.9,True,False,USA,0
search_011015,user_02301,cooking shows,2025-01-19,48,Laptop,34.4,False,False,USA,0
search_011017,user_04966,true crime,2025-01-17,78,Smart TV,10.1,False,False,USA,1
search_011018,user_06646,thriller series,2025-02-17,2,Laptop,39.0,False,False,USA,0
search_011019,user_00988,action movies,2024-07-21,18,Smart TV,9.2,False,True,Canada,0
search_011021,user_01626,thriller series,2025-08-29,34,Laptop,21.5,False,True,Canada,1
search_011022,user_01447,short episodes under 30 minutes,2025-05-31,35,Mobile,10.8,False,False,Canada,0
search_011024,user_03927,korean drama,2024-02-19,12,Mobile,19.7,False,True,USA,0
search_011025,user_05804,romantic comedies,2024-08-15,21,Smart TV,15.2,True,True,Canada,0
search_011026,user_06022,series with only one season,2025-01-29,54,Smart TV,3.6,False,True,Canada,1
search_011027,user_05211,sci-fi,2025-09-14,87,Mobile,10.9,False,False,USA,1
search_011028,user_03863,halloween movies,2024-04-11,10,Mobile,19.8,False,False,Canada,1
search_011029,user_04755,movies like stranger things,2025-10-12,30,Smart TV,18.2,False,False,Canada,0
search_011030,user_07398,korean drama,2025-10-30,25,Laptop,23.1,False,False,Canada,0
search_011031,user_07796,drama series,2025-01-23,10,Mobile,13.6,False,True,USA,0
search_011032,user_01400,cooking shows,2024-04-16,48,Laptop,17.3,True,False,Canada,1
search_011034,user_02760,superhero movies,2025-10-16,7,Tablet,17.7,True,False,USA,0
search_011035,user_05078,stand up comedy,2025-08-02,32,Laptop,8.7,True,False,Canada,1
search_011036,user_00949,war movies,2025-10-12,79,Smart TV,36.6,False,False,USA,1
search_011037,user_05908,thriller series,2025-08-01,95,Laptop,8.4,False,False,USA,1
search_011038,user_08546,shows with strong female leads,2025-12-03,38,Smart TV,45.7,False,False,Canada,1
search_011039,user_04770,action movies,2025-10-03,85,Smart TV,55.2,False,False,Canada,0
search_011040,user_01163,netflix originals,2024-11-15,64,Tablet,26.4,False,False,USA,1
search_011041,user_02006,shows with strong female leads,2025-02-23,53,Laptop,12.5,True,False,USA,0
search_011042,user_04507,short episodes under 30 minutes,2024-07-22,52,Tablet,19.7,False,True,Canada,1
search_011045,user_03276,animated shows,2025-09-19,93,Smart TV,22.3,False,False,USA,0
search_011046,user_06197,cooking shows,2025-04-12,50,Mobile,10.1,False,False,USA,0
search_011047,user_07379,trending now,2025-08-28,99,Mobile,7.3,True,False,Canada,1
search_011049,user_03853,drama series,2024-01-21,85,Laptop,27.0,False,False,USA,0
search_011051,user_02212,music documentaries,2024-11-30,80,Tablet,31.7,False,False,USA,1
search_011054,user_07740,drama series,2025-09-21,63,Tablet,19.6,True,False,USA,1
search_011056,user_02579,classic movies,2024-11-27,21,Smart TV,40.0,False,True,USA,0
search_011057,user_08201,stand up comedy,2024-01-17,12,Laptop,1.2,False,False,USA,0
search_011058,user_02344,war movies,2024-01-22,32,Mobile,47.3,False,False,USA,0
search_011059,user_03241,movies like stranger things,2024-02-16,41,Laptop,30.5,False,False,USA,0
search_011060,user_03318,short episodes under 30 minutes,2025-03-13,84,Smart TV,6.3,False,False,USA,1
search_011061,user_08672,stand up comedy,2024-10-03,26,Tablet,21.7,False,False,USA,0
search_011062,user_08666,sci-fi,2025-04-16,49,Tablet,5.2,False,False,USA,1
search_011064,user_07086,documentaries,2024-08-23,88,Smart TV,9.5,False,False,USA,0
search_011065,user_03788,horror movies,2024-12-03,13,Laptop,10.6,False,False,USA,1
search_011066,user_05201,superhero movies,2024-08-08,5,Mobile,26.4,False,False,USA,0
search_011067,user_09862,superhero movies,2025-02-18,22,Laptop,24.7,False,True,USA,0
search_011068,user_07239,comedy shows,2024-06-20,31,Laptop,45.5,True,False,Canada,0
search_011070,user_02695,war movies,2024-06-08,22,Smart TV,19.8,False,False,Canada,1
search_011071,user_09184,documentaries,2024-04-11,84,Tablet,5.3,False,False,USA,0
search_011072,user_02948,documentaries,2024-09-21,28,Laptop,8.2,False,False,USA,0
search_011074,user_02270,netflix originals,2025-04-13,46,Laptop,25.9,False,False,USA,0
search_011076,user_00669,classic movies,2024-09-16,55,Tablet,1.1,False,True,USA,0
search_011077,user_08450,romantic comedies,2025-06-11,37,Tablet,42.2,False,False,Canada,0
search_011078,user_05248,biographies,2025-12-09,97,Smart TV,4.5,False,True,USA,0
search_011079,user_07122,documentaries,2024-06-24,92,Tablet,18.9,True,False,USA,1
search_011080,user_02646,thriller series,2024-11-15,12,Laptop,5.9,False,False,USA,0
search_011081,user_01828,netflix originals,2024-02-02,21,Smart TV,16.8,False,False,USA,0
search_011082,user_01110,movies based on true stories,2024-06-04,37,Smart TV,27.3,False,True,USA,1
search_011083,user_00531,superhero movies,2024-07-09,35,Smart TV,9.7,True,False,Canada,1
search_011085,user_00907,stand up comedy,2025-01-06,32,Laptop,35.3,False,True,USA,0
search_011086,user_02320,family movies,2025-11-12,85,Mobile,7.6,False,False,USA,0
search_011087,user_00105,thriller series,2025-05-31,81,Tablet,21.4,False,False,Canada,1
search_011088,user_08597,halloween movies,2024-12-25,92,Laptop,70.1,False,False,Canada,0
search_011089,user_08593,christmas movies,2024-01-04,54,Laptop,17.2,False,False,USA,0
search_011091,user_07770,documentaries,2025-03-03,11,Laptop,15.9,False,False,Canada,0
search_011094,user_03175,stand up comedy,2025-08-03,64,Smart TV,8.7,True,True,Canada,0
search_011096,user_03360,comedy shows,2024-08-04,85,Smart TV,30.5,False,False,Canada,0
search_011099,user_04452,drama series,2025-01-13,84,Mobile,18.7,False,False,USA,1
search_011101,user_00393,best movies 2024,2024-11-28,10,Laptop,32.5,False,True,USA,1
search_011103,user_02636,short episodes under 30 minutes,2025-01-21,59,Smart TV,41.2,False,False,USA,1
search_011104,user_09624,korean drama,2024-08-26,61,Laptop,16.8,False,False,USA,0
search_011105,user_00211,romantic comedies,2024-08-25,61,Smart TV,31.0,False,False,Canada,0
search_011107,user_06362,true crime,2025-11-28,44,Mobile,31.1,False,False,USA,0
search_011108,user_06632,korean drama,2025-03-30,23,Tablet,10.1,False,False,Canada,0
search_011109,user_04137,thriller series,2024-03-23,97,Mobile,20.2,False,False,USA,1
search_011112,user_05981,korean drama,2024-01-13,57,Tablet,20.6,False,False,Canada,1
search_011113,user_07249,horror movies,2025-11-19,82,Smart TV,28.6,False,False,USA,1
search_011114,user_04964,new releases,2024-04-03,11,Laptop,3.0,True,True,Canada,0
search_011115,user_02981,comedy shows,2025-09-21,49,Mobile,26.6,False,True,USA,0
search_011116,user_00980,netflix originals,2024-04-09,95,Tablet,11.2,False,False,USA,1
search_011117,user_02334,classic movies,2024-05-13,52,Laptop,13.8,False,True,USA,1
search_011120,user_08779,korean drama,2025-03-31,33,Mobile,9.9,True,False,USA,1
search_011122,user_09075,movies like stranger things,2024-08-09,60,Smart TV,8.1,False,False,USA,1
search_011123,user_06607,halloween movies,2024-06-19,53,Mobile,6.8,False,False,USA,0
search_011124,user_06936,drama series,2024-04-27,25,Laptop,46.4,False,False,USA,1
search_011125,user_05993,documentaries,2025-03-28,30,Tablet,23.6,False,False,Canada,0
search_011126,user_08518,cooking shows,2024-08-18,37,Mobile,3.8,False,False,USA,0
search_011127,user_06951,horror movies,2024-11-13,1,Laptop,12.9,False,True,USA,0
search_011128,user_01809,movies like stranger things,2025-04-26,99,Laptop,14.6,False,True,USA,1
search_011129,user_00385,family movies,2024-12-31,47,Laptop,38.5,True,False,Canada,0
search_011130,user_09457,sci-fi,2024-06-09,51,Mobile,13.9,False,False,USA,0
search_011134,user_08973,travel documentaries,2025-07-15,78,Laptop,21.9,False,True,Canada,0
search_011136,user_00244,thriller series,2024-10-13,16,Smart TV,24.0,False,False,Canada,1
search_011137,user_06574,true crime,2024-05-17,63,Tablet,18.0,False,False,USA,0
search_011141,user_04278,cooking shows,2025-03-06,38,Laptop,25.9,False,True,USA,1
search_011142,user_02906,trending now,2025-03-24,12,Laptop,16.8,False,True,Canada,1
search_011143,user_09513,documentaries,2024-06-08,98,Mobile,11.7,False,False,Canada,0
search_011144,user_01652,romantic comedies,2024-04-30,49,Laptop,2.1,False,False,Canada,1
search_011145,user_01299,comedy shows,2024-06-18,78,Mobile,6.8,False,False,USA,1
search_011146,user_03368,best movies 2024,2024-09-12,44,Laptop,27.8,False,False,USA,1
search_011152,user_06203,shows with strong female leads,2025-04-17,77,Tablet,8.9,False,True,USA,0
search_011155,user_04847,action movies,2025-11-26,32,Smart TV,30.9,False,False,USA,1
search_011157,user_08662,travel documentaries,2024-03-24,55,Tablet,13.0,False,False,USA,1
search_011162,user_08070,family movies,2024-05-31,40,Mobile,34.1,False,False,USA,1
search_011163,user_02499,action movies,2024-10-24,44,Laptop,11.4,False,True,USA,1
search_011164,user_05329,classic movies,2025-12-07,66,Tablet,12.1,False,False,USA,1
search_011166,user_03830,new releases,2025-09-20,90,Tablet,14.7,False,True,USA,0
search_011167,user_05595,sci-fi,2024-02-11,9,Smart TV,15.6,False,True,USA,0
search_011168,user_01890,horror movies,2024-10-30,89,Smart TV,11.2,False,False,USA,1
search_011169,user_06537,classic movies,2025-01-31,24,Tablet,19.8,False,False,USA,0
search_011172,user_00013,classic movies,2025-07-24,43,Mobile,6.9,False,False,USA,1
search_011173,user_07369,family movies,2025-10-16,30,Tablet,28.0,False,False,USA,1
search_011175,user_01132,thriller series,2024-11-14,9,Laptop,16.8,False,False,USA,0
search_011176,user_08300,romantic comedies,2024-07-24,10,Laptop,39.5,False,False,USA,0
search_011180,user_04010,comedy shows,2024-01-06,87,Smart TV,7.6,False,True,USA,1
search_011181,user_09238,action movies,2025-10-27,56,Smart TV,7.5,False,True,USA,0
search_011182,user_08868,horror movies,2024-11-11,20,Laptop,8.2,False,False,USA,1
search_011184,user_06146,animated shows,2024-09-14,7,Laptop,12.1,False,False,USA,1
search_011185,user_01290,drama series,2024-04-29,40,Smart TV,25.4,False,False,USA,0
search_011188,user_01679,travel documentaries,2025-08-29,94,Smart TV,15.5,False,False,Canada,1
search_011189,user_01006,korean drama,2025-09-08,28,Mobile,27.7,False,False,USA,1
search_011190,user_01675,animated shows,2024-04-12,49,Smart TV,6.6,False,False,Canada,0
search_011193,user_00181,series with only one season,2025-02-06,74,Smart TV,23.8,False,True,USA,0
search_011195,user_00177,biographies,2025-04-04,55,Mobile,16.8,False,False,USA,1
search_011196,user_02286,family movies,2024-01-14,41,Mobile,14.2,False,False,Canada,0
search_011197,user_09219,sci-fi,2025-07-23,73,Smart TV,14.8,False,True,USA,0
search_011198,user_05035,travel documentaries,2025-07-26,12,Laptop,56.5,False,False,USA,1
search_011199,user_07163,stand up comedy,2024-12-03,80,Tablet,6.6,False,True,USA,0
search_011200,user_02408,true crime,2024-03-27,52,Smart TV,20.2,False,True,USA,0
search_011204,user_00824,travel documentaries,2025-06-06,27,Laptop,12.0,False,False,USA,0
search_011207,user_00908,biographies,2024-07-10,80,Mobile,2.4,False,True,USA,0
search_011210,user_09448,documentaries,2025-01-06,5,Tablet,18.1,False,False,USA,1
search_011211,user_07178,shows with strong female leads,2025-10-03,61,Smart TV,17.9,False,False,USA,0
search_011212,user_06309,christmas movies,2024-08-14,65,Tablet,23.7,False,False,USA,0
search_011214,user_03209,romantic comedies,2024-10-15,85,Smart TV,23.2,False,False,USA,0
search_011215,user_03998,shows with strong female leads,2024-03-10,7,Mobile,20.2,False,True,USA,0
search_011217,user_02815,family movies,2025-03-10,48,Mobile,13.0,False,True,USA,1
search_011218,user_05787,sci-fi,2024-12-31,11,Mobile,19.9,False,False,USA,0
search_011219,user_01951,shows with strong female leads,2025-05-21,61,Laptop,2.2,False,False,Canada,1
search_011220,user_09186,thriller series,2024-07-01,42,Laptop,16.8,False,False,USA,0
search_011222,user_05684,new releases,2025-06-14,82,Mobile,6.8,False,False,USA,1
search_011223,user_05473,true crime,2025-06-07,82,Smart TV,61.8,False,True,Canada,1
search_011224,user_05389,stand up comedy,2024-10-06,76,Mobile,5.2,True,True,USA,0
search_011226,user_03820,netflix originals,2024-06-22,24,Smart TV,7.1,False,False,USA,1
search_011229,user_00056,trending now,2024-03-29,72,Mobile,45.2,True,False,USA,0
search_011230,user_09719,short episodes under 30 minutes,2024-10-31,31,Mobile,20.2,True,False,USA,1
search_011231,user_00650,biographies,2025-10-11,30,Smart TV,31.9,False,False,USA,0
search_011232,user_09502,short episodes under 30 minutes,2025-05-02,38,Smart TV,17.4,True,False,USA,0
search_011235,user_01350,drama series,2025-07-11,64,Laptop,12.4,False,True,USA,0
search_011237,user_05011,thriller series,2024-07-02,91,Tablet,29.2,True,False,USA,0
search_011239,user_02219,true crime,2025-04-11,12,Smart TV,37.2,False,False,USA,0
search_011240,user_02843,new releases,2024-03-19,56,Mobile,3.4,False,False,USA,0
search_011243,user_07749,sci-fi,2025-08-11,10,Tablet,7.4,True,False,USA,0
search_011244,user_05295,cooking shows,2025-10-13,34,Tablet,22.3,False,False,USA,0
search_011245,user_06722,true crime,2025-10-27,60,Laptop,3.5,False,False,USA,1
search_011246,user_06065,war movies,2025-01-10,43,Tablet,11.2,False,False,USA,1
search_011247,user_08577,comedy shows,2025-02-17,96,Mobile,16.9,False,False,Canada,1
search_011248,user_02286,cooking shows,2024-02-13,88,Laptop,3.0,False,False,USA,0
search_011249,user_03531,classic movies,2025-02-06,41,Smart TV,8.3,False,False,Canada,1
search_011253,user_02046,travel documentaries,2025-10-10,72,Mobile,23.5,True,False,USA,0
search_011254,user_08526,stand up comedy,2025-01-25,68,Laptop,18.4,False,True,USA,1
